record_id,source_doi,catalyst_composition,metal_elements,primary_metal,is_noble_metal,is_hybrid,carbon_present,support_substrate,electrolyte_type,electrolyte_composition,pH,temperature_C,ir_compensation,potential_vs_RHE,overpotential_eta10_mV,tafel_slope_mV_dec,stability_value,notes,extraction_source
10.1021/acscatal.3c01249_Nb16N20_105,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTQw, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_106,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTQx, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_107,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTQy, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_108,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTQ0, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_109,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTQ1, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_110,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTQ2, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_111,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTQ4, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1038/s41597-019-0080-z_Sn12_112,10.1038/s41597-019-0080-z,Sn12,['Sn'],Sn,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzM5NzQz, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Sc6Y6,10.1038/s41597-019-0080-z,Sc6Y6,"['Sc', 'Y']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU0MDU1, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Mo6W6,10.1038/s41597-019-0080-z,Mo6W6,"['Mo', 'W']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzU3Mjcy, equation: H2O(g) - H2(g) + * -> O*",web
10.1038/s41597-019-0080-z_Pd6Pt6,10.1038/s41597-019-0080-z,Pd6Pt6,"['Pd', 'Pt']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDI5MTAy, equation: H2O(g) - 0.5H2(g) + * -> OH*",web
10.1021/acscatal.3c01249_Nb16N20_116,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTQ5, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_117,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTUw, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_118,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTUy, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_119,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTUz, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_120,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTU0, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_121,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTU2, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_122,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTYy, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_123,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTYz, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1038/s41597-019-0080-z_Sn12_124,10.1038/s41597-019-0080-z,Sn12,['Sn'],Sn,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MzM5NzQ0, equation: H2O(g) + * -> H2O*",web
10.1038/s41597-019-0080-z_Pd6Pt6_125,10.1038/s41597-019-0080-z,Pd6Pt6,"['Pd', 'Pt']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDI5MTAz, equation: H2O(g) - 0.5H2(g) + * -> OH*",web
10.1021/acscatal.3c01249_Nb16N20_126,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTY1, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_127,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTY2, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_128,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTY5, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_129,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTcw, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_130,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTcx, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_131,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTc0, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_132,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTc2, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_133,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTc3, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_134,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTgy, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1038/s41597-019-0080-z_Pd6Pt6_135,10.1038/s41597-019-0080-z,Pd6Pt6,"['Pd', 'Pt']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDI5MTA0, equation: H2O(g) - 0.5H2(g) + * -> OH*",web
10.1021/acscatal.3c01249_Nb16N20_136,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTg4, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_137,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTkw, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_138,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTkx, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_139,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTky, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_140,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTk0, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_141,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTk1, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_142,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTk2, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_143,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTk3, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_144,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MTk5, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_145,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjAw, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_146,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjAy, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_147,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjAz, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_148,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjA0, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1038/s41597-019-0080-z_Pd6Pt6_149,10.1038/s41597-019-0080-z,Pd6Pt6,"['Pd', 'Pt']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDI5MTA1, equation: H2O(g) - 0.5H2(g) + * -> OH*",web
10.1021/acscatal.3c01249_Nb16N20_150,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjA3, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_151,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjA5, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_152,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjEw, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_153,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjEy, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_154,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjE1, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_155,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjE2, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_156,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjE3, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_157,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjE5, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_158,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjIx, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_159,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjIz, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_160,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjI0, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_161,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjI1, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_162,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjI2, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_163,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjI3, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1038/s41597-019-0080-z_Pd6Pt6_164,10.1038/s41597-019-0080-z,Pd6Pt6,"['Pd', 'Pt']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDI5MTA2, equation: H2O(g) - 0.5H2(g) + * -> OH*",web
10.1021/acscatal.3c01249_Nb16N20_165,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjI4, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_166,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjMx, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_167,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjMy, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_168,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjM0, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_169,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjM3, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_170,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjM4, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_171,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjQw, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_172,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjQx, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_173,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjQy, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_174,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjQz, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_175,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjQ1, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_176,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjQ2, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_177,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjQ3, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_178,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjQ4, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1038/s41597-019-0080-z_Pd6Pt6_179,10.1038/s41597-019-0080-z,Pd6Pt6,"['Pd', 'Pt']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDI5MTA3, equation: H2O(g) - 0.5H2(g) + * -> OH*",web
10.1021/acscatal.3c01249_Nb16N20_180,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjUx, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_181,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjU0, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_182,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjU2, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_183,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjU5, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_184,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjYw, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_185,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjYx, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_186,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjY0, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_187,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjY2, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_188,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MjY4, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_189,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3Mjcw, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_190,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3Mjcx, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1038/s41597-019-0080-z_Pd6Pt6_191,10.1038/s41597-019-0080-z,Pd6Pt6,"['Pd', 'Pt']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDI5MTA4, equation: H2O(g) - 0.5H2(g) + * -> OH*",web
10.1021/acscatal.3c01249_Nb16N20_192,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3Mjc1, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Nb16N20_193,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3Mjc3, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_194,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3Mjc4, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Nb16N20_195,10.1021/acscatal.3c01249,Nb16N20,['Nb'],Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3Mjgy, equation: -1.0H2O(g) + CO(g) + H2(g) + * -> CHO*",web
10.1021/acscatal.3c01249_Mo16N8,10.1021/acscatal.3c01249,Mo16N8,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3Mjg5, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Mo16N8_197,10.1021/acscatal.3c01249,Mo16N8,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3Mjkw, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Mo16N8_198,10.1021/acscatal.3c01249,Mo16N8,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3Mjk1, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1038/s41597-019-0080-z_Pd6Re6,10.1038/s41597-019-0080-z,Pd6Re6,"['Pd', 'Re']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDI5MTA5, equation: H2O(g) - 0.5H2(g) + * -> OH*",web
10.1021/acscatal.3c01249_Mo16N8_200,10.1021/acscatal.3c01249,Mo16N8,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3Mjk4, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Mo16N8_201,10.1021/acscatal.3c01249,Mo16N8,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MzAx, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Mo16N8_202,10.1021/acscatal.3c01249,Mo16N8,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MzA1, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Mo16N8_203,10.1021/acscatal.3c01249,Mo16N8,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MzA5, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Mo16N8_204,10.1021/acscatal.3c01249,Mo16N8,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MzE2, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Mo16N8_205,10.1021/acscatal.3c01249,Mo16N8,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MzE3, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1038/s41597-019-0080-z_Pd6Re6_206,10.1038/s41597-019-0080-z,Pd6Re6,"['Pd', 'Re']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDI5MTEw, equation: H2O(g) - 0.5H2(g) + * -> OH*",web
10.1021/acscatal.3c01249_Mo16N8_207,10.1021/acscatal.3c01249,Mo16N8,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MzI5, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
10.1021/acscatal.3c01249_Mo16N8_208,10.1021/acscatal.3c01249,Mo16N8,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ3MzMx, equation: H2O(g) - 0.5H2(g) + * -> HO*",web
